pantone_name,fixed_id,corel_palette_version,process,cmyk_c_percent,cmyk_m_percent,cmyk_y_percent,cmyk_k_percent,cmyk_corel_raw,lab_corel_raw,srgb_r_0_255,srgb_g_0_255,srgb_b_0_255,hex_from_corel_srgb,srgb_corel_raw,adobe_rgb_corel_raw,source_xml,source_file_timestamp
PANTONE 7666 CP,536,1700,true,60.0,64.0,27.0,31.0,"0.6,0.64,0.27,0.31","0.369,0.541686274509804,0.465294117647059",96,82,102,#605266,"0.376470588235294,0.32156862745098,0.4","0.36078431372549,0.325490196078431,0.396078431372549",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 2567 CP,537,1700,true,24.0,38.0,0.0,0.0,"0.24,0.38,0.0,0.0","0.6861,0.574862745098039,0.439529411764706",188,156,196,#BC9CC4,"0.737254901960784,0.611764705882353,0.768627450980392","0.698039215686274,0.607843137254902,0.76078431372549",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 2577 CP,538,1700,true,39.0,56.0,0.0,0.0,"0.39,0.56,0.0,0.0","0.5799,0.596705882352941,0.415019607843137",164,125,179,#A47DB3,"0.643137254901961,0.490196078431373,0.701960784313725","0.6,0.486274509803922,0.686274509803922",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 2587 CP,539,1700,true,61.0,83.0,0.0,0.0,"0.61,0.83,0.0,0.0","0.4188,0.62878431372549,0.381176470588235",128,78,150,#804E96,"0.501960784313725,0.305882352941176,0.588235294117647","0.454901960784314,0.309803921568627,0.576470588235294",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 2597 CP,540,1700,true,82.0,100.0,0.0,4.0,"0.82,1.0,0.0,0.04","0.2728,0.651450980392157,0.350588235294118",94,37,125,#5E257D,"0.368627450980392,0.145098039215686,0.490196078431373","0.325490196078431,0.16078431372549,0.47843137254902",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 2607 CP,541,1700,true,85.0,100.0,0.0,13.0,"0.85,1.0,0.0,0.13","0.2496,0.639372549019608,0.352588235294118",84,35,118,#542376,"0.329411764705882,0.137254901960784,0.462745098039216","0.294117647058824,0.156862745098039,0.454901960784314",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 2617 CP,542,1700,true,85.0,100.0,0.0,23.0,"0.85,1.0,0.0,0.23","0.2289,0.627529411764706,0.36243137254902",77,33,109,#4D216D,"0.301960784313725,0.129411764705882,0.427450980392157","0.270588235294118,0.149019607843137,0.419607843137255",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 2627 CP,543,1700,true,83.0,100.0,0.0,44.0,"0.83,1.0,0.0,0.44","0.1921,0.612666666666667,0.385411764705882",67,28,91,#431C5B,"0.262745098039216,0.109803921568627,0.356862745098039","0.23921568627451,0.133333333333333,0.352941176470588",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 263 CP,544,1700,true,11.0,20.0,0.0,0.0,"0.11,0.2,0.0,0.0","0.8215,0.540274509803922,0.468156862745098",216,199,220,#D8C7DC,"0.847058823529412,0.780392156862745,0.862745098039216","0.823529411764706,0.772549019607843,0.858823529411765",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 264 CP,545,1700,true,23.0,34.0,0.0,0.0,"0.23,0.34,0.0,0.0","0.7123,0.558980392156863,0.441372549019608",189,166,203,#BDA6CB,"0.741176470588235,0.650980392156863,0.796078431372549","0.709803921568627,0.647058823529412,0.784313725490196",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 265 CP,546,1700,true,54.0,67.0,0.0,0.0,"0.54,0.67,0.0,0.0","0.5203,0.586666666666667,0.393490196078431",141,112,172,#8D70AC,"0.552941176470588,0.43921568627451,0.674509803921569","0.517647058823529,0.43921568627451,0.658823529411765",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 266 CP,547,1700,true,71.0,88.0,0.0,0.0,"0.71,0.88,0.0,0.0","0.392,0.61556862745098,0.364313725490196",113,75,150,#714B96,"0.443137254901961,0.294117647058824,0.588235294117647","0.407843137254902,0.298039215686275,0.576470588235294",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 267 CP,548,1700,true,81.0,99.0,0.0,0.0,"0.81,0.99,0.0,0.0","0.3156,0.63356862745098,0.34478431372549",97,53,139,#61358B,"0.380392156862745,0.207843137254902,0.545098039215686","0.345098039215686,0.219607843137255,0.529411764705882",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 268 CP,549,1700,true,79.0,100.0,0.0,0.0,"0.79,1.0,0.0,0.0","0.3181,0.63878431372549,0.348392156862745",100,52,138,#64348A,"0.392156862745098,0.203921568627451,0.541176470588235","0.352941176470588,0.215686274509804,0.525490196078431",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 269 CP,550,1700,true,76.0,100.0,0.0,18.0,"0.76,1.0,0.0,0.18","0.2824,0.606666666666667,0.384862745098039",86,51,113,#563371,"0.337254901960784,0.2,0.443137254901961","0.309803921568627,0.211764705882353,0.435294117647059",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 2635 CP,551,1700,true,21.0,27.0,0.0,0.0,"0.21,0.27,0.0,0.0","0.7485,0.548588235294118,0.450941176470588",196,178,208,#C4B2D0,"0.768627450980392,0.698039215686274,0.815686274509804","0.745098039215686,0.690196078431373,0.807843137254902",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 2645 CP,552,1700,true,34.0,41.0,0.0,0.0,"0.34,0.41,0.0,0.0","0.6546,0.561960784313726,0.425803921568627",172,151,194,#AC97C2,"0.674509803921569,0.592156862745098,0.76078431372549","0.647058823529412,0.584313725490196,0.749019607843137",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 2655 CP,553,1700,true,49.0,55.0,0.0,0.0,"0.49,0.55,0.0,0.0","0.5703,0.57443137254902,0.405490196078431",151,127,180,#977FB4,"0.592156862745098,0.498039215686275,0.705882352941177","0.56078431372549,0.494117647058824,0.694117647058824",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 2665 CP,554,1700,true,65.0,73.0,0.0,0.0,"0.65,0.73,0.0,0.0","0.4644,0.590392156862745,0.379019607843137",125,98,163,#7D62A3,"0.490196078431373,0.384313725490196,0.63921568627451","0.458823529411765,0.384313725490196,0.627450980392157",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE Violet CP,555,1700,true,94.0,100.0,0.0,1.0,"0.94,1.0,0.0,0.01","0.2482,0.619647058823529,0.327372549019608",71,41,128,#472980,"0.27843137254902,0.16078431372549,0.501960784313725","0.258823529411765,0.176470588235294,0.490196078431373",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 2685 CP,556,1700,true,97.0,100.0,0.0,19.0,"0.97,1.0,0.0,0.19","0.2178,0.606,0.341019607843137",61,37,115,#3D2573,"0.23921568627451,0.145098039215686,0.450980392156863","0.227450980392157,0.16078431372549,0.43921568627451",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 2695 CP,557,1700,true,89.0,100.0,0.0,58.0,"0.89,1.0,0.0,0.58","0.1662,0.586862745098039,0.399372549019608",55,29,79,#371D4F,"0.215686274509804,0.113725490196078,0.309803921568627","0.203921568627451,0.133333333333333,0.309803921568627",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 270 CP,558,1700,true,29.0,23.0,0.0,0.0,"0.29,0.23,0.0,0.0","0.7367,0.527450980392157,0.435294117647059",180,178,212,#B4B2D4,"0.705882352941177,0.698039215686274,0.831372549019608","0.698039215686274,0.694117647058824,0.819607843137255",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 271 CP,559,1700,true,44.0,38.0,0.0,0.0,"0.44,0.38,0.0,0.0","0.6417,0.540666666666667,0.410823529411765",156,151,197,#9C97C5,"0.611764705882353,0.592156862745098,0.772549019607843","0.6,0.588235294117647,0.76078431372549",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 272 CP,560,1700,true,61.0,55.0,0.0,0.0,"0.61,0.55,0.0,0.0","0.5424,0.548,0.381764705882353",127,125,183,#7F7DB7,"0.498039215686275,0.490196078431373,0.717647058823529","0.490196078431373,0.486274509803922,0.701960784313725",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 273 CP,561,1700,true,98.0,97.0,0.0,37.0,"0.98,0.97,0.0,0.37","0.2007,0.588117647058824,0.349803921568627",52,37,107,#34256B,"0.203921568627451,0.145098039215686,0.419607843137255","0.203921568627451,0.164705882352941,0.411764705882353",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 274 CP,562,1700,true,98.0,97.0,0.0,49.0,"0.98,0.97,0.0,0.49","0.1714,0.582862745098039,0.364196078431373",47,31,94,#2F1F5E,"0.184313725490196,0.12156862745098,0.368627450980392","0.184313725490196,0.145098039215686,0.36078431372549",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 275 CP,563,1700,true,98.0,99.0,0.0,58.0,"0.98,0.99,0.0,0.58","0.1462,0.576078431372549,0.379921568627451",42,27,82,#2A1B52,"0.164705882352941,0.105882352941176,0.32156862745098","0.168627450980392,0.129411764705882,0.317647058823529",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 276 CP,564,1700,true,94.0,93.0,0.0,79.0,"0.94,0.93,0.0,0.79","0.1664,0.546,0.436117647058824",47,36,65,#2F2441,"0.184313725490196,0.141176470588235,0.254901960784314","0.188235294117647,0.16078431372549,0.258823529411765",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 2705 CP,565,1700,true,36.0,32.0,0.0,0.0,"0.36,0.32,0.0,0.0","0.6738,0.539607843137255,0.424196078431373",167,160,200,#A7A0C8,"0.654901960784314,0.627450980392157,0.784313725490196","0.63921568627451,0.619607843137255,0.772549019607843",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 2715 CP,566,1700,true,52.0,47.0,0.0,0.0,"0.52,0.47,0.0,0.0","0.5749,0.553960784313725,0.399137254901961",142,132,184,#8E84B8,"0.556862745098039,0.517647058823529,0.72156862745098","0.541176470588235,0.513725490196078,0.709803921568627",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 2725 CP,567,1700,true,73.0,68.0,0.0,0.0,"0.73,0.68,0.0,0.0","0.4516,0.57,0.360627450980392",109,99,167,#6D63A7,"0.427450980392157,0.388235294117647,0.654901960784314","0.415686274509804,0.388235294117647,0.643137254901961",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 2735 CP,568,1700,true,99.0,99.0,0.0,5.0,"0.99,0.99,0.0,0.05","0.2377,0.599372549019608,0.329725490196078",60,43,124,#3C2B7C,"0.235294117647059,0.168627450980392,0.486274509803922","0.231372549019608,0.184313725490196,0.474509803921569",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 2745 CP,569,1700,true,100.0,98.0,0.0,22.0,"1.0,0.98,0.0,0.22","0.2199,0.592352941176471,0.337803921568627",55,41,116,#372974,"0.215686274509804,0.16078431372549,0.454901960784314","0.211764705882353,0.176470588235294,0.447058823529412",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 2755 CP,570,1700,true,99.0,98.0,0.0,35.0,"0.99,0.98,0.0,0.35","0.2098,0.585411764705882,0.35078431372549",53,40,109,#35286D,"0.207843137254902,0.156862745098039,0.427450980392157","0.207843137254902,0.172549019607843,0.415686274509804",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 2765 CP,571,1700,true,98.0,98.0,0.0,60.0,"0.98,0.98,0.0,0.6","0.1529,0.56521568627451,0.38478431372549",40,31,81,#281F51,"0.156862745098039,0.12156862745098,0.317647058823529","0.164705882352941,0.141176470588235,0.317647058823529",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7667 CP,572,1700,true,58.0,43.0,8.0,6.0,"0.58,0.43,0.08,0.06","0.5346,0.515058823529412,0.431176470588235",120,127,158,#787F9E,"0.470588235294118,0.498039215686275,0.619607843137255","0.474509803921569,0.494117647058824,0.611764705882353",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7668 CP,573,1700,true,64.0,54.0,2.0,5.0,"0.64,0.54,0.02,0.05","0.4982,0.534470588235294,0.402901960784314",114,116,161,#7274A1,"0.447058823529412,0.454901960784314,0.631372549019608","0.447058823529412,0.450980392156863,0.619607843137255",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7669 CP,574,1700,true,70.0,66.0,0.0,0.0,"0.7,0.66,0.0,0.0","0.4578,0.56043137254902,0.382196078431373",111,102,160,#6F66A0,"0.435294117647059,0.4,0.627450980392157","0.423529411764706,0.396078431372549,0.611764705882353",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7670 CP,575,1700,true,76.0,75.0,0.0,0.0,"0.76,0.75,0.0,0.0","0.4109,0.572823529411765,0.372274509803922",102,88,152,#665898,"0.4,0.345098039215686,0.596078431372549","0.384313725490196,0.349019607843137,0.580392156862745",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7671 CP,576,1700,true,80.0,83.0,0.0,1.0,"0.8,0.83,0.0,0.01","0.3789,0.580588235294118,0.370705882352941",97,79,144,#614F90,"0.380392156862745,0.309803921568627,0.564705882352941","0.364705882352941,0.313725490196078,0.552941176470588",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7672 CP,577,1700,true,82.0,86.0,0.0,4.0,"0.82,0.86,0.0,0.04","0.3713,0.575137254901961,0.370745098039216",93,78,142,#5D4E8E,"0.364705882352941,0.305882352941176,0.556862745098039","0.352941176470588,0.309803921568627,0.545098039215686",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7673 CP,578,1700,true,73.0,67.0,4.0,12.0,"0.73,0.67,0.04,0.12","0.4236,0.547176470588235,0.404039215686274",101,95,141,#655F8D,"0.396078431372549,0.372549019607843,0.552941176470588","0.388235294117647,0.372549019607843,0.541176470588235",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7443 CP,579,1700,true,9.0,8.0,0.0,0.0,"0.09,0.08,0.0,0.0","0.8872,0.51678431372549,0.481921568627451",226,221,232,#E2DDE8,"0.886274509803922,0.866666666666667,0.909803921568627","0.87843137254902,0.862745098039216,0.905882352941176",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7444 CP,580,1700,true,27.0,22.0,0.0,0.0,"0.27,0.22,0.0,0.0","0.7556,0.527686274509804,0.442313725490196",187,183,214,#BBB7D6,"0.733333333333333,0.717647058823529,0.83921568627451","0.72156862745098,0.713725490196078,0.831372549019608",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7445 CP,581,1700,true,34.0,31.0,0.0,0.0,"0.34,0.31,0.0,0.0","0.7011,0.532862745098039,0.442509803921569",174,168,199,#AEA8C7,"0.682352941176471,0.658823529411765,0.780392156862745","0.670588235294118,0.650980392156863,0.768627450980392",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7446 CP,582,1700,true,50.0,46.0,0.0,0.0,"0.5,0.46,0.0,0.0","0.6065,0.55,0.404196078431373",149,141,190,#958DBE,"0.584313725490196,0.552941176470588,0.745098039215686","0.572549019607843,0.545098039215686,0.733333333333333",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7447 CP,583,1700,true,67.0,76.0,7.0,19.0,"0.67,0.76,0.07,0.19","0.4122,0.573176470588235,0.426509803921569",113,87,129,#715781,"0.443137254901961,0.341176470588235,0.505882352941176","0.415686274509804,0.345098039215686,0.498039215686275",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7448 CP,584,1700,true,64.0,77.0,27.0,50.0,"0.64,0.77,0.27,0.5","0.3465,0.554392156862745,0.470156862745098",96,74,95,#604A5F,"0.376470588235294,0.290196078431373,0.372549019607843","0.356862745098039,0.298039215686275,0.368627450980392",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7449 CP,585,1700,true,58.0,89.0,23.0,67.0,"0.58,0.89,0.23,0.67","0.2813,0.565607843137255,0.476509803921569",85,57,77,#55394D,"0.333333333333333,0.223529411764706,0.301960784313725","0.309803921568627,0.235294117647059,0.301960784313725",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7674 CP,586,1700,true,48.0,40.0,1.0,1.0,"0.48,0.4,0.01,0.01","0.6221,0.529450980392157,0.430705882352941",149,148,182,#9594B6,"0.584313725490196,0.580392156862745,0.713725490196078","0.576470588235294,0.572549019607843,0.705882352941177",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7675 CP,587,1700,true,54.0,46.0,1.0,2.0,"0.54,0.46,0.01,0.02","0.5797,0.534392156862745,0.423686274509804",139,136,174,#8B88AE,"0.545098039215686,0.533333333333333,0.682352941176471","0.537254901960784,0.529411764705882,0.670588235294118",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7676 CP,588,1700,true,60.0,64.0,0.0,0.0,"0.6,0.64,0.0,0.0","0.5174,0.564823529411765,0.403058823529412",132,115,167,#8473A7,"0.517647058823529,0.450980392156863,0.654901960784314","0.498039215686275,0.450980392156863,0.63921568627451",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7677 CP,589,1700,true,64.0,77.0,0.0,0.0,"0.64,0.77,0.0,0.0","0.4524,0.59078431372549,0.392392156862745",124,94,154,#7C5E9A,"0.486274509803922,0.368627450980392,0.603921568627451","0.454901960784314,0.372549019607843,0.592156862745098",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7678 CP,590,1700,true,69.0,83.0,0.0,0.0,"0.69,0.83,0.0,0.0","0.4162,0.605686274509804,0.383372549019608",119,83,149,#775395,"0.466666666666667,0.325490196078431,0.584313725490196","0.431372549019608,0.329411764705882,0.568627450980392",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7679 CP,591,1700,true,78.0,91.0,0.0,2.0,"0.78,0.91,0.0,0.02","0.3603,0.597294117647059,0.374823529411765",100,71,137,#644789,"0.392156862745098,0.27843137254902,0.537254901960784","0.364705882352941,0.286274509803922,0.525490196078431",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 7680 CP,592,1700,true,79.0,100.0,0.0,6.0,"0.79,1.0,0.0,0.06","0.3204,0.609333333333333,0.372117647058824",95,59,128,#5F3B80,"0.372549019607843,0.231372549019608,0.501960784313725","0.341176470588235,0.243137254901961,0.490196078431373",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 663 CP,593,1700,true,5.0,6.0,0.0,0.0,"0.05,0.06,0.0,0.0","0.9104,0.513176470588235,0.499843137254902",234,228,230,#EAE4E6,"0.917647058823529,0.894117647058824,0.901960784313726","0.905882352941176,0.890196078431372,0.898039215686275",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 664 CP,594,1700,true,6.0,8.0,0.0,0.0,"0.06,0.08,0.0,0.0","0.8894,0.517372549019608,0.49521568627451",229,221,226,#E5DDE2,"0.898039215686275,0.866666666666667,0.886274509803922","0.886274509803922,0.862745098039216,0.882352941176471",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 665 CP,595,1700,true,19.0,22.0,0.0,0.0,"0.19,0.22,0.0,0.0","0.7745,0.53121568627451,0.470392156862745",199,187,206,#C7BBCE,"0.780392156862745,0.733333333333333,0.807843137254902","0.76078431372549,0.729411764705882,0.8",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 666 CP,596,1700,true,35.0,39.0,4.0,2.0,"0.35,0.39,0.04,0.02","0.631,0.547176470588235,0.454117647058824",164,147,174,#A493AE,"0.643137254901961,0.576470588235294,0.682352941176471","0.615686274509804,0.568627450980392,0.674509803921569",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
PANTONE 667 CP,597,1700,true,52.0,58.0,8.0,8.0,"0.52,0.58,0.08,0.08","0.4895,0.564313725490196,0.442352941176471",131,108,142,#836C8E,"0.513725490196078,0.423529411764706,0.556862745098039","0.486274509803922,0.419607843137255,0.549019607843137",Color/Palettes/Process/PANTONE/PANTONE+/PantonePlusColorBridgeCoated.xml,2026-02-11 17:29:00
